user_id,latitude,longitude,hour,day_type,is_night,is_alone,crowd_density,lighting_condition,crime_area_score,phone_motion_status,walking_speed,distance_from_home,distance_from_safe_zone,battery_level,network_status,weather_condition,panic_button,unusual_movement,time_spent_at_location,nearest_trusted_contact_distance,night_risk_score,isolation_score,movement_risk_score,location_risk_score,emergency_score,total_risk_score,risk_level
U00599,15.201345,82.299918,12,1,0,0,high,bright,0.169,walking,0.78,1.48,0.09,11,4G,cloudy,0,1,5,11.79,0.0,0.04,0.2,0.0903,0.5,0.1606,Safe
U00600,15.0122,93.074555,20,0,1,0,low,dark,0.452,erratic,6.86,1.44,13.75,75,5G,clear,0,0,12,3.92,1.0,0.4,1.0,0.3683,0.0,0.5221,Medium Risk
U00601,21.143042,68.138337,9,1,0,1,low,bright,0.287,walking,2.74,2.52,0.87,41,4G,clear,0,0,16,6.74,0.0,1.0,0.2,0.1606,0.0,0.2702,Safe
U00602,20.446454,69.933012,6,1,0,0,medium,bright,0.226,erratic,4.46,1.13,2.26,82,3G,clear,0,0,52,0.73,0.0,0.2,1.0,0.1394,0.0,0.2248,Safe
U00603,19.702022,68.649293,13,1,0,1,low,bright,0.427,walking,7.19,4.81,7.11,100,4G,cloudy,0,0,4,1.59,0.0,1.0,0.2,0.3006,0.0,0.3052,Safe
U00604,21.391392,90.421727,4,1,1,1,low,dim,0.496,erratic,1.05,1.83,1.51,55,3G,clear,0,0,3,1.21,0.6,1.0,1.0,0.2692,0.0,0.5373,Medium Risk
U00605,34.649623,70.313594,2,0,1,0,high,dark,0.305,stationary,6.86,4.81,1.0,47,4G,rainy,0,0,22,5.34,1.0,0.04,0.1,0.1785,0.0,0.2676,Safe
U00606,16.055548,68.494466,22,0,1,0,medium,dark,0.07,stationary,1.26,4.86,0.07,82,4G,rainy,0,0,60,6.44,1.0,0.2,0.1,0.0519,0.0,0.268,Safe
U00607,24.612267,72.275144,10,1,0,0,high,bright,0.435,walking,2.49,11.32,6.86,33,2G,clear,0,0,38,21.11,0.0,0.04,0.2,0.3238,0.0,0.119,Safe
U00608,14.466709,76.882549,10,0,0,0,low,bright,0.081,walking,5.32,4.19,2.47,94,4G,cloudy,0,0,2,3.45,0.0,0.4,0.2,0.0792,0.0,0.1298,Safe
U00609,20.598369,81.47632,17,0,0,1,medium,dark,0.525,stationary,5.88,9.2,0.42,68,3G,clear,0,0,18,3.81,0.4,0.8,0.1,0.2974,0.0,0.3293,Safe
U00610,13.401329,69.896695,14,0,0,0,medium,dark,0.331,stationary,5.99,6.31,4.86,10,3G,clear,0,0,18,5.21,0.4,0.2,0.1,0.2351,0.2,0.2338,Safe
U00611,23.07119,82.470485,11,0,0,0,high,bright,0.228,stationary,7.31,0.89,1.11,80,2G,clear,0,0,14,10.66,0.0,0.04,0.1,0.1281,0.0,0.055,Safe
U00612,15.155318,75.193782,8,1,0,0,low,dim,0.152,running,2.33,0.58,0.02,55,5G,rainy,0,0,4,6.76,0.0,0.4,0.6,0.0781,0.0,0.1895,Safe
U00613,8.993301,75.956773,9,0,0,1,high,bright,0.259,stationary,6.15,10.53,1.65,10,4G,cloudy,0,0,27,2.5,0.0,0.64,0.1,0.1811,0.2,0.2283,Safe
U00614,30.012319,91.835165,11,0,0,1,low,bright,0.653,stationary,7.94,0.29,4.49,92,5G,cloudy,0,0,2,7.51,0.0,1.0,0.1,0.3724,0.0,0.3081,Safe
U00615,11.462888,96.620784,16,1,0,0,high,bright,0.284,stationary,0.59,1.42,4.94,8,2G,clear,0,1,25,1.81,0.0,0.04,0.1,0.1961,0.5,0.172,Safe
U00616,17.937048,81.452057,5,1,1,0,low,dark,0.287,walking,1.6,5.55,1.95,89,5G,cloudy,0,0,11,1.46,1.0,0.4,0.2,0.1815,0.0,0.3554,Medium Risk
U00617,20.883795,77.33135,6,0,0,1,medium,bright,0.172,stationary,7.32,5.02,8.22,18,5G,clear,0,0,19,4.98,0.0,0.8,0.1,0.1849,0.2,0.2612,Safe
U00618,19.67696,95.011997,13,0,0,1,low,bright,0.436,running,2.07,11.42,18.27,89,4G,clear,0,0,29,5.43,0.0,1.0,0.6,0.4388,0.0,0.3997,Medium Risk
U00619,27.592976,82.513005,12,0,0,1,medium,bright,0.62,running,7.57,1.51,0.28,91,5G,clear,0,0,4,4.09,0.0,0.8,0.6,0.3178,0.0,0.3295,Safe
U00620,24.112968,89.180254,7,0,0,0,low,bright,0.282,stationary,4.19,1.53,0.12,47,5G,clear,0,0,7,5.04,0.0,0.4,0.1,0.1473,0.0,0.1318,Safe
U00621,15.975022,79.998461,9,0,0,0,medium,bright,0.071,running,4.32,2.23,2.28,43,4G,rainy,1,0,8,6.16,0.0,0.2,0.6,0.0657,0.5,0.2464,Emergency
U00622,9.395981,73.873909,8,0,0,1,medium,dim,0.466,walking,0.84,23.12,2.68,42,4G,clear,0,0,23,3.38,0.0,0.8,0.2,0.3369,0.0,0.2742,Safe
U00623,28.725068,86.991668,17,1,0,0,medium,bright,0.247,stationary,1.49,0.35,0.12,58,4G,rainy,0,0,7,0.42,0.0,0.2,0.1,0.1259,0.0,0.0865,Safe
U00624,17.518232,87.280437,1,0,1,0,low,dark,0.471,stationary,6.99,2.15,1.39,23,4G,cloudy,0,0,82,4.63,1.0,0.4,0.1,0.2566,0.0,0.3591,Medium Risk
U00625,32.022568,81.345332,4,0,1,0,high,bright,0.155,stationary,5.78,0.57,3.5,23,3G,cloudy,0,0,7,6.14,0.6,0.04,0.1,0.1144,0.0,0.1716,Safe
U00626,18.666533,75.828539,4,0,1,0,low,dark,0.37,walking,1.02,7.59,1.31,15,4G,cloudy,0,0,60,2.73,1.0,0.4,0.2,0.2234,0.2,0.4059,Medium Risk
U00627,27.376782,92.122591,5,0,1,1,high,dim,0.29,stationary,1.12,1.45,1.3,58,5G,clear,0,1,13,0.55,0.6,0.64,0.1,0.1628,0.3,0.3637,Medium Risk
U00628,33.368247,75.984226,18,1,0,1,high,bright,0.086,running,7.32,0.26,5.09,18,4G,clear,0,0,2,0.33,0.0,0.64,0.6,0.0948,0.2,0.2817,Safe
U00629,25.581116,87.111696,7,0,0,0,medium,bright,0.239,stationary,6.27,3.39,0.11,60,4G,stormy,0,0,10,0.27,0.0,0.2,0.1,0.1319,0.0,0.088,Safe
U00630,19.164201,79.135583,15,0,0,1,low,bright,0.355,stationary,0.95,5.1,5.85,49,2G,clear,0,0,1,2.07,0.0,1.0,0.1,0.253,0.0,0.2782,Safe
U00631,23.31978,81.70194,12,0,0,0,low,bright,0.104,walking,4.55,9.0,0.13,16,4G,clear,1,0,9,1.44,0.0,0.4,0.2,0.0833,0.7,0.2708,Emergency
U00632,22.67302,74.130677,0,1,1,0,medium,dark,0.171,stationary,7.87,0.07,0.04,49,2G,clear,1,0,10,5.23,1.0,0.2,0.1,0.0861,0.5,0.3765,Emergency
U00633,23.790141,86.834918,21,0,1,0,low,dark,0.306,stationary,4.23,7.03,1.6,62,4G,clear,0,0,0,6.18,1.0,0.4,0.1,0.1924,0.0,0.3431,Safe
U00634,11.96414,74.548949,19,0,0,1,medium,bright,0.132,walking,0.75,0.76,0.02,97,2G,clear,0,0,5,14.8,0.0,0.8,0.2,0.0687,0.0,0.2072,Safe
U00635,26.859767,82.085707,16,0,0,0,high,bright,0.046,walking,3.83,7.3,0.49,69,4G,rainy,0,1,15,9.27,0.0,0.04,0.2,0.0522,0.3,0.1111,Safe
U00636,11.916168,77.525322,6,1,0,1,high,bright,0.386,stationary,2.35,0.84,1.28,28,4G,stormy,0,0,40,0.51,0.0,0.64,0.1,0.2086,0.0,0.1952,Safe
U00637,8.394656,95.944566,12,0,0,0,medium,dim,0.265,running,4.13,1.79,1.29,80,2G,foggy,0,0,43,5.13,0.0,0.2,0.6,0.1514,0.0,0.1678,Safe
U00638,24.869063,96.484412,3,0,1,0,high,dark,0.047,stationary,5.95,0.27,0.4,97,3G,clear,0,0,39,3.97,1.0,0.04,0.1,0.0284,0.0,0.2301,Safe
U00639,11.156666,89.851248,3,0,1,1,low,dim,0.167,walking,3.98,2.35,4.19,100,4G,cloudy,0,0,40,2.4,0.6,1.0,0.2,0.1332,0.0,0.3833,Medium Risk
U00640,28.801114,96.533607,5,0,1,1,high,dim,0.321,walking,1.07,1.41,2.14,79,4G,cloudy,0,0,7,1.1,0.6,0.64,0.2,0.1866,0.0,0.3247,Safe
U00641,31.381081,71.292969,18,1,0,0,medium,bright,0.674,walking,6.1,0.67,3.88,55,4G,clear,0,1,4,7.3,0.0,0.2,0.2,0.378,0.3,0.2245,Safe
U00642,33.507893,96.777415,11,1,0,1,medium,bright,0.269,stationary,1.96,1.72,1.61,30,4G,clear,0,0,14,6.09,0.0,0.8,0.1,0.1563,0.0,0.2141,Safe
U00643,25.940878,71.003122,21,0,1,0,low,dim,0.388,running,0.11,0.04,0.16,41,4G,cloudy,0,0,12,0.08,0.6,0.4,0.6,0.1957,0.0,0.3389,Safe
U00644,21.014402,80.048101,6,0,0,1,low,bright,0.494,stationary,1.18,10.54,7.54,52,4G,cloudy,1,1,6,1.26,0.0,1.0,0.1,0.3575,0.8,0.4644,Emergency
U00645,17.511589,74.92948,9,0,0,1,medium,bright,0.533,stationary,5.2,2.97,0.43,80,no_signal,cloudy,0,0,1,4.64,0.0,0.8,0.1,0.2807,0.0,0.2452,Safe
U00646,21.254978,95.661533,18,0,0,0,high,bright,0.103,stationary,7.54,2.94,0.46,96,3G,rainy,0,1,39,8.75,0.0,0.04,0.1,0.0659,0.3,0.0995,Safe
U00647,13.13951,86.437908,6,0,0,1,low,dim,0.122,walking,6.08,5.37,1.04,38,4G,clear,1,0,5,0.45,0.0,1.0,0.2,0.0893,0.5,0.3523,Emergency
U00648,17.407411,85.316698,2,0,1,1,medium,dim,0.335,walking,2.58,0.91,2.28,85,4G,clear,0,0,44,1.55,0.6,0.8,0.2,0.1933,0.0,0.3583,Medium Risk
U00649,27.384124,96.925717,12,0,0,1,low,dim,0.143,stationary,3.32,9.62,1.12,88,4G,cloudy,0,0,10,2.39,0.0,1.0,0.1,0.1148,0.0,0.2437,Safe
U00650,13.87042,85.760357,12,0,0,0,low,dim,0.418,walking,4.6,0.5,3.05,33,2G,rainy,0,0,7,10.14,0.0,0.4,0.2,0.2412,0.0,0.1703,Safe
U00651,15.129813,86.738637,17,1,0,0,low,bright,0.553,running,0.54,2.66,2.38,30,4G,clear,0,0,26,0.11,0.0,0.4,0.6,0.3092,0.0,0.2473,Safe
U00652,28.231863,69.298455,19,1,0,1,high,bright,0.458,stationary,7.45,6.85,3.17,80,2G,clear,0,0,12,2.46,0.0,0.64,0.1,0.2835,0.0,0.2139,Safe
U00653,12.80157,92.912467,7,1,0,1,medium,bright,0.212,stationary,2.85,2.71,0.29,65,3G,clear,0,1,19,4.19,0.0,0.8,0.1,0.1179,0.3,0.2645,Safe
U00654,14.638965,96.132594,8,0,0,1,medium,dark,0.189,walking,3.41,2.2,8.18,80,5G,clear,0,0,37,3.18,0.4,0.8,0.2,0.1836,0.0,0.3159,Safe
U00655,8.473784,95.849023,6,1,0,1,medium,bright,0.049,stationary,0.47,4.77,1.43,33,4G,clear,0,0,59,0.66,0.0,0.8,0.1,0.0547,0.0,0.1887,Safe
U00656,27.441393,74.412063,0,0,1,0,high,dark,0.622,walking,1.23,9.5,3.78,28,4G,cloudy,0,0,63,7.38,1.0,0.04,0.2,0.3805,0.0,0.3331,Safe
U00657,24.683396,74.551545,2,0,1,1,medium,dark,0.106,running,2.28,5.76,0.13,12,4G,clear,0,0,34,4.17,1.0,0.8,0.6,0.0735,0.2,0.5084,Medium Risk
U00658,26.748407,78.615367,12,1,0,0,medium,bright,0.293,walking,1.99,0.88,5.28,96,5G,rainy,0,0,40,3.58,0.0,0.2,0.2,0.2022,0.0,0.1206,Safe
U00659,13.78685,76.996092,16,0,0,1,medium,bright,0.077,erratic,2.44,4.86,2.65,99,4G,clear,0,0,70,16.19,0.0,0.8,1.0,0.0812,0.0,0.3303,Safe
U00660,26.559163,76.862825,23,0,1,0,medium,dark,0.229,stationary,2.52,17.18,0.1,12,2G,rainy,0,0,27,3.59,1.0,0.2,0.1,0.1728,0.2,0.3382,Safe
U00661,24.102169,85.551285,0,0,1,0,low,dim,0.202,stationary,5.84,3.67,0.13,41,5G,clear,1,0,9,0.21,0.6,0.4,0.1,0.1145,0.5,0.3436,Emergency
U00662,17.88532,91.362632,5,0,1,1,low,dim,0.506,running,0.5,2.08,1.18,10,4G,clear,0,0,19,1.95,0.6,1.0,0.6,0.2717,0.2,0.5179,Medium Risk
U00663,19.821297,95.166277,20,0,1,1,high,dark,0.139,erratic,3.33,4.83,0.82,92,5G,clear,0,0,9,6.18,1.0,0.64,1.0,0.0938,0.0,0.5014,Medium Risk
U00664,23.333854,69.967954,5,0,1,1,low,dim,0.185,stationary,1.02,0.33,11.29,63,4G,rainy,0,0,50,1.7,0.6,1.0,0.1,0.2065,0.0,0.3866,Medium Risk
U00665,21.318889,76.061376,11,1,0,0,medium,bright,0.29,stationary,6.32,6.99,2.46,81,4G,clear,0,0,81,0.32,0.0,0.2,0.1,0.1929,0.0,0.1032,Safe
U00666,25.329358,75.395399,12,0,0,0,medium,bright,0.184,stationary,7.94,1.89,1.22,76,4G,foggy,0,0,68,0.39,0.0,0.2,0.1,0.1105,0.0,0.0826,Safe
U00667,12.886449,78.36575,12,0,0,1,high,bright,0.227,stationary,4.92,0.32,4.24,7,3G,clear,0,0,20,2.6,0.0,0.64,0.1,0.157,0.2,0.2222,Safe
U00668,22.599169,80.305694,14,0,0,0,low,dim,0.179,stationary,5.05,5.96,2.44,55,2G,clear,0,0,55,0.35,0.0,0.4,0.1,0.1338,0.0,0.1284,Safe
U00669,20.157546,79.285973,20,0,1,1,medium,bright,0.153,stationary,0.07,0.83,1.55,12,3G,clear,0,0,14,2.49,0.6,0.8,0.1,0.0948,0.2,0.3587,Medium Risk
U00670,20.447553,95.612269,15,1,0,1,medium,bright,0.415,walking,3.92,0.74,0.32,96,5G,cloudy,0,1,0,3.79,0.0,0.8,0.2,0.2132,0.3,0.3033,Safe
U00671,20.673315,80.676743,21,0,1,1,medium,dark,0.292,walking,4.34,1.57,0.23,53,5G,cloudy,0,0,1,0.16,1.0,0.8,0.2,0.1535,0.0,0.4284,Medium Risk
U00672,31.799743,83.996185,20,0,1,0,medium,dark,0.092,walking,7.68,1.84,0.33,42,2G,cloudy,0,0,14,1.61,1.0,0.2,0.2,0.0554,0.0,0.2839,Safe
U00673,30.102941,89.710365,10,0,0,1,medium,bright,0.052,stationary,0.5,3.04,1.05,60,5G,clear,0,0,5,0.62,0.0,0.8,0.1,0.0466,0.0,0.1867,Safe
U00674,24.998389,89.027459,4,1,1,0,high,dark,0.426,running,0.88,8.5,8.35,50,3G,clear,0,0,13,1.02,1.0,0.04,0.6,0.3248,0.0,0.3792,Medium Risk
U00675,27.345147,84.905972,3,0,1,0,low,dim,0.22,stationary,3.03,12.67,1.18,95,5G,cloudy,0,0,8,1.22,0.6,0.4,0.1,0.164,0.0,0.256,Safe
U00676,9.155671,92.964129,2,0,1,0,low,dim,0.089,stationary,3.39,0.12,0.25,95,4G,stormy,0,0,2,7.12,0.6,0.4,0.1,0.0474,0.0,0.2269,Safe
U00677,28.087776,86.101258,18,0,0,1,high,bright,0.401,walking,4.56,1.87,3.91,24,5G,clear,1,0,4,2.69,0.0,0.64,0.2,0.2458,0.5,0.3195,Emergency
U00678,21.126447,93.368007,19,0,0,0,low,dim,0.301,walking,7.61,4.16,4.81,96,5G,clear,0,0,58,1.55,0.0,0.4,0.2,0.2125,0.0,0.1631,Safe
U00679,16.579184,76.780207,17,0,0,1,medium,bright,0.46,stationary,4.88,2.54,1.08,65,3G,clear,0,0,0,0.66,0.0,0.8,0.1,0.2493,0.0,0.2373,Safe
U00680,11.773978,71.828687,14,0,0,1,medium,bright,0.211,stationary,6.72,9.44,4.27,30,4G,rainy,0,0,4,3.1,0.0,0.8,0.1,0.1797,0.0,0.2199,Safe
U00681,10.030637,91.766093,8,1,0,0,low,bright,0.455,stationary,4.65,0.58,0.37,80,2G,cloudy,0,0,2,2.51,0.0,0.4,0.1,0.2331,0.0,0.1533,Safe
U00682,9.211914,79.093019,16,0,0,0,low,bright,0.383,stationary,3.81,7.43,3.14,59,2G,foggy,0,0,52,2.23,0.0,0.4,0.1,0.2477,0.0,0.1569,Safe
U00683,12.368497,86.881453,13,1,0,1,medium,bright,0.337,stationary,7.18,4.47,3.12,48,4G,clear,0,0,38,1.46,0.0,0.8,0.1,0.2146,0.0,0.2287,Safe
U00684,8.813882,89.382025,14,0,0,0,low,bright,0.658,walking,0.21,2.95,2.66,52,4G,rainy,0,0,4,5.88,0.0,0.4,0.2,0.3654,0.0,0.2014,Safe
U00685,27.781341,77.474604,0,0,1,1,medium,dark,0.237,walking,5.11,4.65,0.49,18,4G,clear,0,1,7,3.85,1.0,0.8,0.2,0.1389,0.5,0.5247,Medium Risk
U00686,14.712581,82.649738,20,0,1,0,medium,dim,0.275,stationary,6.49,18.05,2.16,70,no_signal,rainy,0,0,4,9.83,0.6,0.2,0.1,0.2193,0.0,0.2298,Safe
U00687,17.955992,93.952869,21,0,1,0,medium,dim,0.511,stationary,1.98,0.39,0.9,60,2G,clear,0,0,31,1.6,0.6,0.2,0.1,0.2658,0.0,0.2414,Safe
U00688,30.213338,93.514004,21,0,1,0,low,dark,0.289,walking,0.45,1.9,1.37,42,2G,clear,0,0,19,3.12,1.0,0.4,0.2,0.1645,0.0,0.3511,Medium Risk
U00689,11.095752,89.731355,2,0,1,0,low,dark,0.664,running,0.85,4.38,6.02,87,3G,rainy,0,1,7,0.55,1.0,0.4,0.6,0.4068,0.3,0.5317,Medium Risk
U00690,30.561039,90.119446,15,0,0,0,medium,bright,0.081,stationary,6.31,5.19,0.83,52,4G,clear,0,0,106,6.97,0.0,0.2,0.1,0.0661,0.0,0.0715,Safe
U00691,25.267589,94.032849,22,0,1,1,medium,dim,0.42,walking,1.44,0.49,0.85,30,4G,clear,0,0,12,2.28,0.6,0.8,0.2,0.2201,0.0,0.365,Medium Risk
U00692,17.234797,89.353639,10,0,0,0,medium,bright,0.709,stationary,1.68,0.99,1.72,15,4G,clear,0,0,43,9.22,0.0,0.2,0.1,0.375,0.2,0.1888,Safe
U00693,11.180795,77.847975,11,0,0,0,medium,dim,0.353,running,3.69,0.46,0.85,23,4G,cloudy,0,0,4,6.37,0.0,0.2,0.6,0.1865,0.0,0.1766,Safe
U00694,10.470303,71.502698,9,0,0,0,low,bright,0.366,running,2.19,4.23,2.97,26,4G,cloudy,0,0,4,10.73,0.0,0.4,0.6,0.2268,0.0,0.2267,Safe
U00695,17.058887,80.234639,15,0,0,1,medium,bright,0.346,running,7.55,10.95,2.03,100,4G,cloudy,0,0,36,3.91,0.0,0.8,0.6,0.2298,0.0,0.3074,Safe
U00696,11.789233,70.532959,7,0,0,0,high,dim,0.4,stationary,2.82,14.37,4.49,89,4G,rainy,0,0,5,4.02,0.0,0.04,0.1,0.2928,0.0,0.0962,Safe
U00697,15.228178,71.357353,5,0,1,0,low,dim,0.242,walking,0.81,2.18,5.34,37,5G,clear,0,0,3,0.43,0.6,0.4,0.2,0.1817,0.0,0.2754,Safe
U00698,9.429807,95.554991,11,1,0,1,medium,bright,0.303,stationary,2.1,1.62,2.31,36,4G,clear,0,0,48,0.08,0.0,0.8,0.1,0.18,0.0,0.22,Safe
U00699,24.065227,87.600722,23,1,1,1,high,dim,0.084,running,1.58,0.19,1.59,22,4G,clear,0,0,31,1.03,0.6,0.64,0.6,0.0585,0.0,0.3526,Medium Risk
U00700,11.922455,92.696652,20,0,1,0,medium,dim,0.118,stationary,3.08,2.67,2.79,95,4G,clear,0,0,5,0.25,0.6,0.2,0.1,0.0958,0.0,0.1989,Safe
U00701,28.431772,86.644077,7,0,0,1,medium,dim,0.348,walking,2.11,0.05,2.18,73,4G,clear,0,1,67,9.67,0.0,0.8,0.2,0.196,0.3,0.299,Safe
U00702,13.890724,80.137661,3,0,1,0,low,bright,0.512,stationary,7.62,9.41,1.39,80,5G,clear,0,0,15,1.82,0.6,0.4,0.1,0.3013,0.0,0.2903,Safe
U00703,29.545368,68.729605,7,1,0,0,high,bright,0.135,running,7.23,3.32,1.7,15,3G,foggy,0,0,10,0.78,0.0,0.04,0.6,0.0956,0.2,0.1619,Safe
U00704,13.126814,95.719274,17,0,0,1,medium,bright,0.643,stationary,5.61,18.21,5.59,24,3G,foggy,0,0,3,2.14,0.0,0.8,0.1,0.4381,0.0,0.2845,Safe
U00705,27.476897,70.057042,4,0,1,0,low,dim,0.452,stationary,7.27,1.4,3.08,43,4G,clear,0,0,20,2.45,0.6,0.4,0.1,0.2615,0.0,0.2804,Safe
U00706,16.993016,85.694729,8,1,0,0,medium,dim,0.439,stationary,5.15,3.45,3.06,60,4G,rainy,0,0,12,1.09,0.0,0.2,0.1,0.2616,0.0,0.1204,Safe
U00707,23.74424,70.963893,3,0,1,1,low,dark,0.264,running,6.17,8.38,3.79,78,3G,cloudy,0,0,4,6.28,1.0,1.0,0.6,0.1978,0.0,0.5395,Medium Risk
U00708,9.043869,76.240283,21,0,1,0,medium,bright,0.066,running,6.58,1.24,15.79,55,3G,rainy,0,0,11,0.46,0.6,0.2,0.6,0.195,0.0,0.2988,Safe
U00709,21.3716,73.388706,16,0,0,0,high,dim,0.353,walking,1.2,2.69,2.18,76,2G,clear,0,0,8,6.91,0.0,0.04,0.2,0.2073,0.0,0.0898,Safe
U00710,12.014573,84.057791,8,0,0,1,medium,bright,0.381,erratic,5.21,10.03,2.84,23,3G,clear,0,0,79,9.64,0.0,0.8,1.0,0.2523,0.0,0.3731,Medium Risk
U00711,21.130646,93.725185,0,1,1,0,high,dark,0.483,running,4.26,5.77,1.92,92,4G,clear,0,0,7,0.63,1.0,0.04,0.6,0.2799,0.0,0.368,Medium Risk
U00712,11.816697,86.433047,20,1,1,0,high,dark,0.283,walking,6.91,5.24,1.27,43,5G,foggy,0,0,4,0.02,1.0,0.04,0.2,0.1717,0.0,0.2809,Safe
U00713,19.801406,87.261453,19,0,0,0,high,bright,0.146,stationary,4.95,4.26,3.47,60,5G,clear,0,1,79,3.76,0.0,0.04,0.1,0.1219,0.3,0.1135,Safe
U00714,10.986762,94.359013,12,0,0,1,low,dim,0.506,stationary,5.27,3.73,3.53,69,5G,clear,0,0,5,3.11,0.0,1.0,0.1,0.3007,0.0,0.2902,Safe
U00715,13.938691,89.733332,15,0,0,0,low,bright,0.199,stationary,4.59,3.23,2.62,86,5G,cloudy,0,1,14,2.28,0.0,0.4,0.1,0.1365,0.3,0.1891,Safe
U00716,24.067131,93.112719,12,0,0,1,medium,bright,0.272,stationary,2.17,0.57,0.24,100,2G,clear,0,0,73,1.95,0.0,0.8,0.1,0.1403,0.0,0.2101,Safe
U00717,34.369837,80.075371,13,0,0,0,low,bright,0.337,stationary,4.48,2.29,0.04,52,4G,clear,0,1,2,2.28,0.0,0.4,0.1,0.1765,0.3,0.1991,Safe
U00718,20.127989,93.095334,2,0,1,1,medium,dark,0.605,stationary,7.85,3.42,4.97,11,3G,clear,0,0,4,0.91,1.0,0.8,0.1,0.3636,0.2,0.5059,Medium Risk
U00719,26.55369,86.72998,5,0,1,0,medium,dark,0.112,walking,5.05,17.25,0.35,32,3G,clear,0,0,24,2.08,1.0,0.2,0.2,0.117,0.0,0.2992,Safe
U00720,22.564466,71.932626,17,0,0,0,medium,bright,0.37,erratic,6.92,2.02,1.45,65,2G,rainy,0,0,33,9.72,0.0,0.2,1.0,0.2062,0.0,0.2416,Safe
U00721,21.455664,69.122663,18,0,0,1,medium,dim,0.154,stationary,4.13,1.2,0.77,47,5G,clear,0,0,8,1.2,0.0,0.8,0.1,0.0887,0.0,0.1972,Safe
U00722,9.747013,75.076998,4,0,1,0,medium,dim,0.171,stationary,3.45,0.13,4.98,58,2G,clear,0,0,26,7.36,0.6,0.2,0.1,0.1357,0.0,0.2089,Safe
U00723,11.89603,78.97214,14,0,0,1,high,bright,0.418,stationary,2.24,3.15,0.5,50,4G,rainy,0,0,21,0.62,0.0,0.64,0.1,0.2245,0.0,0.1991,Safe
U00724,31.842559,92.289468,1,0,1,0,high,dim,0.269,walking,7.83,1.22,1.65,93,2G,cloudy,0,0,4,2.97,0.6,0.04,0.2,0.1551,0.0,0.1968,Safe
U00725,19.074437,89.496092,9,0,0,1,medium,bright,0.088,stationary,7.62,5.05,7.85,23,4G,clear,0,0,5,6.05,0.0,0.8,0.1,0.1393,0.0,0.2098,Safe
U00726,24.586977,95.705896,23,0,1,0,low,dim,0.479,walking,6.95,4.1,8.58,71,3G,clear,0,0,84,0.95,0.6,0.4,0.2,0.339,0.0,0.3147,Safe
U00727,22.262297,84.216069,17,0,0,1,medium,bright,0.185,stationary,6.82,4.13,2.49,16,4G,cloudy,0,0,18,2.78,0.0,0.8,0.1,0.1312,0.2,0.2478,Safe
U00728,18.229824,89.684508,12,0,0,1,medium,dim,0.691,stationary,3.87,3.02,3.76,69,5G,cloudy,0,0,26,5.39,0.0,0.8,0.1,0.3932,0.0,0.2733,Safe
U00729,18.471047,75.983218,4,0,1,0,medium,bright,0.361,stationary,5.12,6.0,0.15,82,2G,rainy,0,0,0,0.78,0.6,0.2,0.1,0.202,0.0,0.2255,Safe
U00730,22.997555,87.707759,22,0,1,0,low,dim,0.564,erratic,0.46,4.8,0.45,70,no_signal,clear,0,0,14,4.18,0.6,0.4,1.0,0.3025,0.0,0.4256,Medium Risk
U00731,11.810829,88.478385,23,0,1,1,high,dark,0.21,stationary,0.26,7.46,0.46,92,4G,clear,0,0,16,3.06,1.0,0.64,0.1,0.1345,0.0,0.3766,Medium Risk
U00732,18.455994,92.604045,0,1,1,0,medium,dark,0.054,walking,2.47,6.54,5.22,83,2G,clear,0,0,7,1.17,1.0,0.2,0.2,0.101,0.0,0.2952,Safe
U00733,20.06834,83.555702,21,0,1,1,high,dark,0.368,stationary,4.89,0.61,4.93,93,2G,clear,0,0,17,0.92,1.0,0.64,0.1,0.2353,0.0,0.4018,Medium Risk
U00734,34.598408,86.821149,0,0,1,0,low,dark,0.52,erratic,5.86,18.19,1.69,48,4G,clear,0,0,12,22.52,1.0,0.4,1.0,0.3375,0.0,0.5144,Medium Risk
U00735,17.489279,73.888415,17,0,0,0,medium,dim,0.238,stationary,3.21,1.25,2.44,38,4G,stormy,0,1,20,2.56,0.0,0.2,0.1,0.1476,0.3,0.1519,Safe
U00736,25.40363,89.366014,14,0,0,0,low,bright,0.269,walking,6.22,6.94,1.42,83,4G,clear,0,0,17,5.94,0.0,0.4,0.2,0.1718,0.0,0.153,Safe
U00737,11.710218,92.31394,16,0,0,0,medium,dim,0.142,stationary,6.74,7.6,2.18,56,4G,foggy,0,1,1,4.65,0.0,0.2,0.1,0.1181,0.3,0.1445,Safe
U00738,9.767997,85.218395,10,0,0,0,medium,bright,0.079,stationary,2.7,4.07,0.09,81,5G,rainy,0,0,38,3.21,0.0,0.2,0.1,0.054,0.0,0.0685,Safe
U00739,31.531634,71.354559,20,0,1,0,high,dim,0.61,stationary,7.78,0.58,2.56,29,4G,cloudy,0,0,4,14.26,0.6,0.04,0.1,0.3325,0.0,0.2261,Safe
U00740,27.729842,77.072863,21,0,1,0,low,dark,0.072,stationary,2.23,0.88,2.46,56,5G,clear,0,0,8,0.59,1.0,0.4,0.1,0.0635,0.0,0.3109,Safe
U00741,16.572481,81.789925,16,0,0,0,medium,bright,0.253,walking,4.82,14.48,1.4,70,no_signal,clear,0,0,23,11.02,0.0,0.2,0.2,0.1888,0.0,0.1172,Safe
